organization_id,# of adoptable pets,age,Latitude,Longitude,name_y,url_y
MN441,5,Baby,46.602684,-94.29986,Northern Lakes Rescue,https://www.petfinder.com/member/us/mn/pequot-lakes/northern-lakes-rescue-mn441/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MN455,2,Baby,46.149276,-94.83088000000001,Heart of the North Animal Rescue,https://www.petfinder.com/member/us/mn/browerville/heart-of-the-north-animal-rescue-mn455/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MN463,2,Baby,44.957315,-93.00616,The Bitty Kitty Brigade,https://www.petfinder.com/member/us/mn/st-paul/the-bitty-kitty-brigade-mn463/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MN468,3,Baby,45.027715,-93.30337,Matty's Heart & Soul Animal Rescue,https://www.petfinder.com/member/us/mn/minneapolis/mattys-heart-and-soul-animal-rescue-mn468/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MN47,5,Adult,43.652042,-93.36916,Humane Society of Freeborn County,https://www.petfinder.com/member/us/mn/albert-lea/humane-society-of-freeborn-county-mn47/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MN52,6,Adult,45.49343,-94.643922,Tri-County Humane Society,https://www.petfinder.com/member/us/mn/saint-cloud/tri-county-humane-society-mn52/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MN56,1,Adult,43.986563000000004,-94.63345,Watonwan County Humane Society,https://www.petfinder.com/member/us/mn/saint-james/watonwan-county-humane-society-mn56/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MN59,1,Adult,45.272117,-92.9911,St. Francis of Assisi Animal Rescue,https://www.petfinder.com/member/us/mn/forest-lake/st-francis-of-assisi-animal-rescue-mn59/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MN79,6,Adult,44.896255,-94.38604000000001,Heart of Minnesota Animal Shelter of McLeod County ,https://www.petfinder.com/member/us/mn/hutchinson/heart-of-minnesota-animal-shelter-of-mcleod-county-mn79/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MN90,2,Adult,45.88645,-95.38287,Lakes Area Humane Society,https://www.petfinder.com/member/us/mn/alexandria/lakes-area-humane-society-mn90/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO04,14,Baby,37.094159999999995,-94.50169,Joplin Humane Society,https://www.petfinder.com/member/us/mo/joplin/joplin-humane-society-mo04/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO105,5,Adult,39.069165000000005,-94.35087,Independence Animal Services,https://www.petfinder.com/member/us/mo/independence/independence-animal-services-mo105/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO107,10,Adult,38.762715,-90.53903000000001,Five Acres Animal Shelter,https://www.petfinder.com/member/us/mo/saint-charles/five-acres-animal-shelter-mo107/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO111,2,Adult,39.216635,-94.69991,Friends of Parkville Animal Shelter,https://www.petfinder.com/member/us/mo/parkville/friends-of-parkville-animal-shelter-mo111/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO121,7,Young,38.032647999999995,-92.78269,Dogwood Animal Shelter,https://www.petfinder.com/member/us/mo/osage-beach/dogwood-animal-shelter-mo121/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO149,7,Adult,37.32564,-89.5659,Humane Society of Southeast Missouri,https://www.petfinder.com/member/us/mo/cape-girardeau/humane-society-of-southeast-missouri-mo149/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO16,2,Adult,39.10518,-93.18783,Saline Animal League,https://www.petfinder.com/member/us/mo/marshall/saline-animal-league-mo16/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO171,1,Baby,39.14912,-94.57314000000001,North Kansas City Animal Control,https://www.petfinder.com/member/us/mo/north-kansas-city/north-kansas-city-animal-control-mo171/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO179,20,Young,38.622601,-90.26182,Humane Society of Missouri,https://www.petfinder.com/member/us/mo/saint-louis/humane-society-of-missouri-mo179/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO200,12,Adult,38.778579,-90.62045,St. Charles County Pet Adoption Center,https://www.petfinder.com/member/us/mo/saint-peters/st-charles-county-pet-adoption-center-mo200/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO219,3,Baby,38.552303,-90.37921,Crestwood Animal Shelter,https://www.petfinder.com/member/us/mo/crestwood/crestwood-animal-shelter-mo219/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO222,21,Adult,37.120301,-93.31461,4 The Love of K9s,https://www.petfinder.com/member/us/mo/springfield/4-the-love-of-k9s-mo222/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO243,4,Baby,38.473921000000004,-90.52696,Pet Rescue Network,https://www.petfinder.com/member/us/mo/high-ridge/pet-rescue-network-mo243/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO316,6,Adult,39.013905,-94.4591,Furry Kids Refuge,https://www.petfinder.com/member/us/mo/kansas-city/furry-kids-refuge-mo316/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO440,4,Young,37.168434999999995,-93.31296999999999,C.A.R.E. Animal Rescue,https://www.petfinder.com/member/us/mo/springfield/c-dot-ar-dot-e-animal-rescue-mo440/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO470,12,Baby,37.309447,-89.98127,Bollinger County Stray Project,https://www.petfinder.com/member/us/mo/marble-hill/bollinger-county-stray-project-mo470/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO49,1,Adult,38.786335,-90.72121,Heartland Humane Society of Missouri,https://www.petfinder.com/member/us/mo/ofallon/heartland-humane-society-of-missouri-mo49/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO510,1,Young,38.594901,-90.2278,Tenth Life Cat Rescue,https://www.petfinder.com/member/us/mo/st-louis/tenth-life-cat-rescue-mo510/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO523,1,Adult,38.601403000000005,-90.55209,St. Louis Pet Rescue,https://www.petfinder.com/member/us/mo/ballwin/st-louis-pet-rescue-mo523/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO562,1,Adult,37.045593,-93.30563000000001,Route 66 Rescue Inc.,https://www.petfinder.com/member/us/mo/nixa/route-66-rescue-inc-mo562/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO59,11,Baby,38.929356,-94.53931999999999,Wayside Waifs Animal Shelter,https://www.petfinder.com/member/us/mo/kansas-city/wayside-waifs-animal-shelter-mo59/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO620,1,Adult,38.405287,-90.57059,Camp Chaos Puppy Rescue,https://www.petfinder.com/member/us/mo/house-springs/camp-chaos-puppy-rescue-mo620/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO627,2,Adult,36.64417,-93.25668,Shepherd Of The Hills Humane Society,https://www.petfinder.com/member/us/mo/branson/shepherd-of-the-hills-humane-society-mo627/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO628,8,Baby,37.827415,-92.13574100000001,Kitten Division,https://www.petfinder.com/member/us/mo/saint-robert/kitten-division-mo628/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO632,14,Young,38.925204,-92.36887,Boone County Animal Care,https://www.petfinder.com/member/us/mo/columbia/boone-county-animal-care-mo632/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO633,1,Baby,37.161299,-93.2519,Rescue One,https://www.petfinder.com/member/us/mo/springfield/rescue-one-mo633/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO647,4,Baby,38.818852,-91.17,No Time To Spare Animal Rescue and Sanctuary,https://www.petfinder.com/member/us/mo/warrenton/no-time-to-spare-animal-rescue-and-sanctuary-mo647/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO652,9,Baby,38.524066,-90.2895,Needy Paws Rescue,https://www.petfinder.com/member/us/mo/st-louis/needy-paws-rescue-mo652/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO656,1,Young,37.618579,-93.61158,Hotel McColm,https://www.petfinder.com/member/us/mo/fair-play/hotel-mccolm-mo656/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO674,6,Baby,38.796601,-90.78525,Stray Paws Rescue,https://www.petfinder.com/member/us/mo/lake-saint-louis/stray-paws-rescue-mo674/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO692,2,Young,38.364490999999994,-93.00645,Stover Animal Rescue,https://www.petfinder.com/member/us/mo/stover/stover-animal-rescue-mo692/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO704,2,Baby,38.42727,-90.38515,Harter's Hospice Rescue,https://www.petfinder.com/member/us/mo/arnold/harters-hospice-rescue-mo704/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO720,3,Baby,38.935305,-92.73931999999999,MO Wiggle Butts,https://www.petfinder.com/member/us/mo/boonville/mo-wiggle-butts-mo720/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO723,1,Young,39.695797999999996,-91.40084,Cuddle Cat Rescue ,https://www.petfinder.com/member/us/mo/hannibal/cuddle-cat-rescue-mo723/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO732,1,Baby,39.016612,-94.2987,Pawportunities,https://www.petfinder.com/member/us/mo/blue-springs/pawportunities-mo732/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO760,1,Adult,38.631451,-90.21415,Center for Animal Rescue and Enrichment of St. Louis,https://www.petfinder.com/member/us/mo/st-louis/center-for-animal-rescue-and-enrichment-of-st-louis-mo760/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MO78,3,Adult,39.707694000000004,-94.87354,"Friends of the Animal Shelter of St. Joseph, Inc.",https://www.petfinder.com/member/us/mo/saint-joseph/friends-of-the-animal-shelter-of-st-joseph-inc-mo78/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MS04,3,Adult,33.749148999999996,-90.71329,Cleveland/Bolivar County Animal Shelter,https://www.petfinder.com/member/us/ms/cleveland/cleveland-bolivar-county-animal-shelter-ms04/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MS08,1,Adult,34.959171000000005,-90.04093,DeSoto Animal Rescue Society,https://www.petfinder.com/member/us/ms/horn-lake/desoto-animal-rescue-society-ms08/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MS09,27,Baby,30.52798,-89.66611,Pearl River County SPCA,https://www.petfinder.com/member/us/ms/picayune/pearl-river-county-spca-ms09/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MS11,7,Baby,33.484147,-88.283998,Columbus-Lowndes Humane Society,https://www.petfinder.com/member/us/ms/columbus/columbus-lowndes-humane-society-ms11/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MS116,4,Adult,30.873353,-88.58869,Dixie Adoptables,https://www.petfinder.com/member/us/ms/lucedale/dixie-adoptables-ms116/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MS12,1,Young,32.348565,-90.864199,Vicksburg-Warren Humane Society,https://www.petfinder.com/member/us/ms/vicksburg/vicksburg-warren-humane-society-ms12/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MS13,2,Young,32.325511999999996,-90.25709,"Community Animal Rescue & Adoption, Inc. (CARA)",https://www.petfinder.com/member/us/ms/jackson/community-animal-rescue-and-adoption-inc-cara-ms13/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MS14,4,Baby,33.459924,-88.832163,Oktibbeha County Humane Society,https://www.petfinder.com/member/us/ms/starkville/oktibbeha-county-humane-society-ms14/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MS146,2,Young,30.461786,-89.10381,Tired Dog Rescue,https://www.petfinder.com/member/us/ms/gulfport/tired-dog-rescue-ms146/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MS162,1,Adult,34.928325,-88.52856,Corinth/Alcorn Animal Shelter,https://www.petfinder.com/member/us/ms/corinth/corinth-alcorn-animal-shelter-ms162/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MS17,74,Baby,31.285508,-89.2799,Southern Pines Animal Shelter,https://www.petfinder.com/member/us/ms/hattiesburg/southern-pines-animal-shelter-ms17/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MS174,1,Adult,30.403285999999998,-88.77565,Friends of Jackson County Animal Shelter Pets,https://www.petfinder.com/member/us/ms/ocean-springs/friends-of-jackson-county-animal-shelter-pets-ms174/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MS175,8,Baby,33.869763,-88.46217299999999,Bless Their Hearts Animal Rescue,https://www.petfinder.com/member/us/ms/becker/bless-their-hearts-animal-rescue-ms175/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MS192,2,Adult,34.959171000000005,-90.04093,Charlie's Crusaders Pet Rescue,https://www.petfinder.com/member/us/ms/horn-lake/charlies-crusaders-pet-rescue-ms192/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MS205,4,Young,33.453348999999996,-88.79106999999999,The Homeward Bound Project of MS,https://www.petfinder.com/member/us/ms/mississippi-state/the-homeward-bound-project-of-ms-ms205/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MS206,1,Adult,32.339003999999996,-88.6596,Lauderdale County Animal Control,https://www.petfinder.com/member/us/ms/meridian/lauderdale-county-animal-control-ms206/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MS26,19,Adult,34.23615,-88.75665,Tupelo-Lee Humane Society,https://www.petfinder.com/member/us/ms/tupelo/tupelo-lee-humane-society-ms26/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MS45,2,Young,31.574319,-90.45029,Brookhaven Animal Rescue League,https://www.petfinder.com/member/us/ms/brookhaven/brookhaven-animal-rescue-league-ms45/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MS51,2,Baby,34.893254,-89.97629,DeSoto County Animal Shelter,https://www.petfinder.com/member/us/ms/nesbit/desoto-county-animal-shelter-ms51/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MT103,6,Adult,47.514307,-111.34499,Maclean-Cameron Animal Adoption Center,https://www.petfinder.com/member/us/mt/great-falls/maclean-cameron-animal-adoption-center-mt103/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MT105,3,Adult,48.584562,-109.78365,City of Havre Animal Shelter,https://www.petfinder.com/member/us/mt/havre/city-of-havre-animal-shelter-mt105/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MT110,2,Adult,46.92275,-114.07638999999999,AniMeals,https://www.petfinder.com/member/us/mt/missoula/animeals-mt110/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MT19,1,Adult,46.214883,-114.14786000000001,Bitter Root Humane Association,https://www.petfinder.com/member/us/mt/hamilton/bitter-root-humane-association-mt19/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MT45,3,Baby,45.737525,-108.48754,Rez Dog Rescue of Montana,https://www.petfinder.com/member/us/mt/billings/rez-dog-rescue-of-montana-mt45/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
MT62,4,Young,47.710209000000006,-115.23463000000001,Thompson River Animal Care Shelter,https://www.petfinder.com/member/us/mt/thompson-falls/thompson-river-animal-care-shelter-mt62/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC08,4,Young,35.891276,-82.30008000000001,Yancey Humane Society,https://www.petfinder.com/member/us/nc/burnsville/yancey-humane-society-nc08/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC1000,2,Baby,35.477583,-80.8924,Long Trails to Happy Tails Dog Rescue,https://www.petfinder.com/member/us/nc/cornelius/long-trails-to-happy-tails-dog-rescue-nc1000/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC1007,2,Baby,36.047523,-79.479743,Great Divide Animal Rescue Inc,https://www.petfinder.com/member/us/nc/burlington/great-divide-animal-rescue-inc-nc1007/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC1020,10,Young,35.473447,-81.24094000000001,Lincoln County Animal Services,https://www.petfinder.com/member/us/nc/lincolnton/lincoln-county-animal-services-nc1020/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC1029,1,Adult,35.506459,-78.34446,Black Dog Club,https://www.petfinder.com/member/us/nc/smithfield/black-dog-club-nc1029/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC1033,4,Young,35.529895,-82.70449,Mountain Pet Rescue Asheville,https://www.petfinder.com/member/us/nc/candler/mountain-pet-rescue-asheville-nc1033/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC1040,2,Baby,35.360535999999996,-81.92506,"Lee Shore Rescue, Inc",https://www.petfinder.com/member/us/nc/spindale/lee-shore-rescue-inc-nc1040/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC1049,1,Senior,36.050652,-79.59483,Jan's Animal Rescue,https://www.petfinder.com/member/us/nc/whitsett/jans-animal-rescue-nc1049/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC1057,1,Adult,36.080707000000004,-80.0244,Feral Cat Assistance,https://www.petfinder.com/member/us/nc/greensboro/feral-cat-assistance-nc1057/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC1066,5,Young,35.400407,-80.56574,Cabarrus County Animal Shelter,https://www.petfinder.com/member/us/nc/concord/cabarrus-county-animal-shelter-nc1066/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC1086,2,Adult,35.709123999999996,-82.01719,"Day One Animal Rescue, Inc.",https://www.petfinder.com/member/us/nc/marion/day-one-animal-rescue-inc-nc1086/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC1092,5,Baby,35.814572,-78.58348000000001,Freedom Ride Rescue,https://www.petfinder.com/member/us/nc/raleigh/freedom-ride-rescue-nc1092/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC1094,3,Baby,35.361333,-81.98376999999999,Heart of the Foothills Animal Rescue,https://www.petfinder.com/member/us/nc/rutherfordton/heart-of-the-foothills-animal-rescue-nc1094/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC1111,2,Baby,35.865441,-78.54929,Neshama Animal Rescue,https://www.petfinder.com/member/us/nc/raleigh/neshama-animal-rescue-nc1111/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC1112,2,Baby,34.992084999999996,-79.23013,Making A Difference Rescue,https://www.petfinder.com/member/us/nc/raeford/making-a-difference-rescue-nc1112/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC1116,2,Adult,34.285519,-77.80572,Feline Matchmakers Inc,https://www.petfinder.com/member/us/nc/wilmington/feline-matchmakers-inc-nc1116/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC1122,4,Baby,35.765719,-80.8981,Bella Vita Animal Rescue Inc,https://www.petfinder.com/member/us/nc/statesville/bella-vita-animal-rescue-inc-nc1122/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC1125,1,Young,35.054546,-80.81792,Juniors Fund,https://www.petfinder.com/member/us/nc/charlotte/juniors-fund-nc1125/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC1128,2,Baby,35.571827,-80.89228,Feline Network Rescue,https://www.petfinder.com/member/us/nc/mooresville/feline-network-rescue-nc1128/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC1129,1,Young,35.843856,-79.9849,The Purrfect Place,https://www.petfinder.com/member/us/nc/trinity/the-purrfect-place-nc1129/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC1136,1,Young,35.939254999999996,-78.60316999999999,Marden's Ark Corporation,https://www.petfinder.com/member/us/nc/raleigh/mardens-ark-corporation-nc1136/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC121,6,Adult,36.080707000000004,-80.0244,"SPCA of the Triad, Inc.",https://www.petfinder.com/member/us/nc/greensboro/spca-of-the-triad-inc-nc121/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC122,1,Baby,35.797692,-78.625265,Snowflake Animal Rescue,https://www.petfinder.com/member/us/nc/raleigh/snowflake-animal-rescue-nc122/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC129,3,Baby,35.248689,-82.18160999999999,Foothills Humane Society,https://www.petfinder.com/member/us/nc/columbus/foothills-humane-society-nc129/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC132,4,Baby,35.53445,-77.39714000000001,Saving Graces 4 Felines,https://www.petfinder.com/member/us/nc/greenville/saving-graces-4-felines-nc132/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC136,4,Adult,35.60089,-82.93536,Haywood County Animal Services,https://www.petfinder.com/member/us/nc/clyde/haywood-county-animal-services-nc136/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC149,6,Adult,35.910932,-82.07366,Mitchell County Animal Rescue,https://www.petfinder.com/member/us/nc/spruce-pine/mitchell-county-animal-rescue-nc149/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC16,4,Adult,35.758666999999996,-78.671089,Wake County Animal Center,https://www.petfinder.com/member/us/nc/raleigh/wake-county-animal-center-nc16/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC171,1,Baby,36.066545,-80.30733000000001,Animal Adoption and Rescue Foundation,https://www.petfinder.com/member/us/nc/winston-salem/animal-adoption-and-rescue-foundation-nc171/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC180,5,Adult,35.935563,-77.78076999999999,City of Rocky Mount Animal Services,https://www.petfinder.com/member/us/nc/rocky-mount/city-of-rocky-mount-animal-services-nc180/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC192,3,Adult,36.387904,-79.33107,Animal Protection Society of Caswell County,https://www.petfinder.com/member/us/nc/yanceyville/animal-protection-society-of-caswell-county-nc192/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC21,6,Young,35.750657000000004,-81.69529200000001,The Cats' Cradle,https://www.petfinder.com/member/us/nc/morganton/the-cats-cradle-nc21/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC210,1,Adult,36.000487,-78.44921,Paws For Life NC Animal Rescue,https://www.petfinder.com/member/us/nc/youngsville/paws-for-life-nc-animal-rescue-nc210/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC224,6,Adult,36.034561,-78.86891999999999,Animal Protection Society of Durham,https://www.petfinder.com/member/us/nc/durham/animal-protection-society-of-durham-nc224/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC232,8,Baby,35.808386999999996,-78.839488,Second Chance Pet Adoptions - Adoption Center,https://www.petfinder.com/member/us/nc/raleigh/second-chance-pet-adoptions-adoption-center-nc232/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC233,2,Adult,35.395491,-83.47397,PAWS Animal Shelter,https://www.petfinder.com/member/us/nc/bryson-city/paws-animal-shelter-nc233/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC241,1,Adult,34.667473,-77.01025,Island Cat Allies,https://www.petfinder.com/member/us/nc/emerald-isle/island-cat-allies-nc241/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC301,13,Baby,35.971540000000005,-78.52241,Saving Grace Animals for Adoption,https://www.petfinder.com/member/us/nc/wake-forest/saving-grace-animals-for-adoption-nc301/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC312,1,Senior,33.974251,-78.30960999999999,Brunswick County Animal Services,https://www.petfinder.com/member/us/nc/supply/brunswick-county-animal-services-nc312/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC314,6,Baby,35.361333,-81.98376999999999,Rutherford County Humane Society,https://www.petfinder.com/member/us/nc/rutherfordton/rutherford-county-humane-society-nc314/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC34,1,Senior,35.256240999999996,-83.14464,Catman2 Inc.,https://www.petfinder.com/member/us/nc/cullowhee/catman2-inc-nc34/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC350,6,Young,35.614422,-80.43115,Rowan County Animal Shelter,https://www.petfinder.com/member/us/nc/salisbury/rowan-county-animal-shelter-nc350/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC399,1,Baby,35.351477,-80.19879,Stanly County Humane Society,https://www.petfinder.com/member/us/nc/albemarle/stanly-county-humane-society-nc399/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC423,2,Young,35.920477000000005,-80.57143,Davie County Animal Shelter,https://www.petfinder.com/member/us/nc/mocksville/davie-county-animal-shelter-nc423/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC448,4,Young,35.034307,-78.908828,Cumberland County Animal Services,https://www.petfinder.com/member/us/nc/fayetteville/cumberland-county-animal-services-nc448/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC457,1,Baby,35.73663,-78.86462,PAW-fect Match Rescue,https://www.petfinder.com/member/us/nc/holly-springs/paw-fect-match-rescue-nc457/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC475,1,Senior,35.511094,-82.99606999999999,Sarge's Animal Rescue Foundation,https://www.petfinder.com/member/us/nc/waynesville/sarges-animal-rescue-foundation-nc475/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC500,13,Adult,35.54179,-82.52306999999999,Brother Wolf Animal Rescue,https://www.petfinder.com/member/us/nc/asheville/brother-wolf-animal-rescue-nc500/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC518,1,Young,35.884276,-79.56809,Tailless Cat Rescue,https://www.petfinder.com/member/us/nc/liberty/tailless-cat-rescue-nc518/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC590,15,Young,35.716105,-78.65734,SPCA of Wake County,https://www.petfinder.com/member/us/nc/raleigh/spca-of-wake-county-nc590/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC591,2,Adult,35.02844,-78.97036999999999,Thundering Paws Adoption Center Inc.,https://www.petfinder.com/member/us/nc/fayetteville/thundering-paws-adoption-center-inc-nc591/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC631,7,Baby,36.000487,-78.44921,Purr Partners,https://www.petfinder.com/member/us/nc/youngsville/purr-partners-nc631/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
NC65,1,Adult,35.189544,-80.74741999999999,Animal Adoption League,https://www.petfinder.com/member/us/nc/charlotte/animal-adoption-league-nc65/?referrer_id=de035937-41db-4fe7-86a3-be6f4bbbb4e2
